incident_name,Date ,Acres,Longitude,Latitude
3-2 Fire,2018-07-14T15:00:00Z,14,-120.02137,39.99309
Garden Fire,2022-09-17T14:58:32Z,29,-121.2122,39.9929
Canal Fire ,2021-10-14T16:49:00Z,59,-122.277441,39.986836
Toll Fire,2017-08-20T16:26:00Z,186,-120.89746,39.9864
Northern Region July Lightning,2013-07-02T12:00:00Z,754,-121.5747,39.9845
Northern California Lightning Activity,2013-06-10T00:46:00Z,60,-121.5747,39.9845
Paskenta Fire,2019-05-20T10:57:00Z,63,-122.30737,39.98097
Mountain Fire,2021-07-23T00:00:00Z,25,-123.505,39.976
Paskenta Fire,2019-06-22T03:12:00Z,46,-122.48277,39.97083
Paskenta Fire,2013-07-19T13:32:00Z,195,-122.330879,39.961309
Apple Fire,2018-06-09T14:10:00Z,2956,-122.3571,39.94355
Paskenta Fire,2016-06-21T10:26:00Z,43,-122.40142,39.93965
Powellton Fire,2018-10-15T11:57:00Z,10,-121.54103,39.93427
Adams Fire,2020-07-27T09:35:49Z,,-120.025872,39.922415
Tobin Fire,2016-09-26T13:23:00Z,248,-121.32,39.92
Bell Fire,2022-07-17T16:36:27Z,43,-123.598273,39.90557
Concord Fire,2013-07-01T15:41:00Z,274,-121.74367,39.90465
Minerva Fire,2017-07-29T18:55:00Z,4310,-120.9761,39.9034
Long Valley Fire ,2019-08-24T17:25:04Z,2438,-120.029722,39.892222
French Fire,2018-04-26T15:00:00Z,20,-120.18499,39.89075
Poslin Fire,2017-08-06T19:52:00Z,859,-120.066,39.888
Old Fire,2016-09-16T23:28:00Z,30,-121.6998,39.8851
Paskenta Fire ,2017-08-10T17:24:00Z,15,-122.5415,39.87983
Mina Fire,2016-08-30T13:35:00Z,36,-123.4267011,39.8748511
Dixie Fire,2021-07-13T17:15:00Z,963309,-121.389439,39.871306
Munjar Fire,2015-10-02T14:38:00Z,104,-121.8938,39.8707
Desabla Fire,2017-07-02T13:43:00Z,14,-121.6268,39.8629
Meridian Fire,2019-05-01T16:46:00Z,50,-121.905,39.85484
Gunnison Fire,2021-05-08T13:44:53Z,550,-121.91936,39.85479
Inghram Fire,2019-10-09T09:52:52Z,10,-122.160416,39.847708
Corning Fire ,2019-10-09T08:31:40Z,68,-122.1604,39.847708
Black Fire,2015-07-04T16:33:00Z,170,-122.3638,39.8448
Nimshew Fire,2018-09-24T00:41:00Z,33,-121.62168,39.84151
Cana Fire,2019-04-30T12:20:00Z,10,-121.957,39.83958
Bell Fire,2021-08-14T00:00:00Z,50,-123.637032,39.834099
Beckwourth Complex,2021-07-04T09:26:06Z,105670,-120.3415,39.83203
Sugar Fire,2021-07-02T16:04:00Z,,-120.3415,39.83203
Usal Fire,2019-07-27T23:36:00Z,130,-123.846013,39.831762
Eel Fire,2018-07-31T15:28:00Z,972,-123.08489,39.82877
32 Fire,2017-09-25T11:03:00Z,28,-121.7127,39.8255
Mina Fire,2020-08-10T18:31:57Z,177,-123.262437,39.82454
Creek Fire,2020-08-18T17:58:52Z,820,-123.2111007,39.8174372
Nome Fire,2022-07-05T17:15:00Z,20,-123.2055576,39.8166571
Roser Fire,2017-11-02T14:40:00Z,43,-122.28165,39.81517
Camp Fire,2018-11-08T06:33:00Z,153336,-121.4347,39.8134
Black Fire,2018-06-03T08:55:00Z,10,-122.3307,39.80827
Santos Fire,2016-08-26T15:30:00Z,88,-121.71662,39.79547
Hoag Fire,2016-06-11T14:30:00Z,80,-121.857,39.7947
Covelo Fire,2015-06-28T13:30:00Z,35,-123.248214,39.7806004
August Complex (includes Doe Fire),2020-08-16T20:37:26Z,1032648,-122.673,39.776
Grizzly Fire,2020-03-02T14:08:05Z,154,-122.384532,39.774968
Park Fire,2021-06-17T21:37:07Z,402,-121.76629,39.77144
Stoney Fire,2018-07-12T22:45:00Z,962,-121.76859,39.77124
Humboldt Fire,2017-07-19T16:02:00Z,103,-121.74121,39.76243
32 Fire,2019-06-15T15:29:00Z,17,-121.73659,39.76242
Edward Fire,2022-05-24T10:53:00Z,,-122.229859,39.761232
Baseball Fire,2020-02-25T14:17:21Z,211,-122.9411111,39.75638899
Creek Fire,2017-07-19T17:30:00Z,0,-122.17657,39.75425
Chilcoot Fire,2017-08-06T15:32:00Z,1020,-120.1397,39.75371
Eureka Fire,2017-09-05T18:38:00Z,2575,-120.75485,39.75312
Honey Fire,2017-10-09T15:05:00Z,150,-121.67261,39.74679
Centerville Fire,2013-08-31T17:23:00Z,80,-121.713938,39.731878
Ruff Fire ,2016-09-10T14:06:00Z,50,-123.5044,39.7299
Feather Fire,2020-08-13T19:03:25Z,,-120.889438,39.716713
Burrows Fire ,2022-06-28T13:09:03Z,317,-122.55002,39.713372
Honey Flooding,2018-11-29T23:30:00Z,0,-121.77385,39.71217
Evans Fire,2017-06-19T21:41:00Z,168,-120.02325,39.71101
Loyalton Fire,2020-08-14T18:52:58Z,47029,-120.143473,39.702438
Skyway Fire,2017-06-16T09:27:00Z,134,-121.75417,39.69717
Antelope Fire,2020-02-17T15:04:08Z,102,-120.3291855,39.6923001
Saddle Fire,2016-09-05T16:28:00Z,800,-121.571,39.6871
99 Fire,2016-08-02T14:35:00Z,520,-121.7192,39.6708
Stony Fire,2023-07-18T14:48:00Z,89,-122.5259,39.6685
Dark Fire,2018-07-10T12:42:00Z,11,-121.51772,39.66492
Branch Fire,2013-08-01T16:01:00Z,92,-121.50354,39.6612
Chrome Fire,2018-05-28T17:33:00Z,75,-122.58666,39.65578
Chrome Fire,2018-06-09T15:32:00Z,2290,-122.58218,39.64978
Clark Fire,2020-08-14T17:55:25Z,110,-121.633994,39.647686
Jasper Fire,2019-07-13T18:42:22Z,1165,-119.769881,39.631945
Cherokee Fire,2017-10-08T21:45:00Z,8500,-121.52966,39.62496
70 Fire,2016-05-29T16:51:00Z,30,-121.595093,39.624017
Hwy Fire,2019-09-28T17:48:10Z,300,-121.693472,39.622137
Brushy Fire,2018-11-08T11:58:00Z,35,-123.28774,39.62194
Thirty Five Fire,2023-08-17T12:36:00Z,109,-122.3287,39.6194
Llano Fire,2018-06-29T11:44:00Z,10,-121.954098,39.6139
Wilson Fire,2019-10-04T18:38:09Z,10,-123.458782,39.613783
70 Fire,2018-06-14T15:18:00Z,20,-121.617698,39.602703
Shippee Fire,2018-06-26T12:56:00Z,460,-121.78208,39.59872
Coal Fire,2016-06-20T16:38:00Z,112,-121.6008,39.595
Ponderosa Fire,2017-08-29T13:16:00Z,4016,-121.30209,39.57701
Simmons Fire,2018-07-19T12:00:00Z,43,-121.43131,39.57202
4-8 Fire,2020-08-17T14:16:58Z,275,-122.5012461,39.555943
Nelson Fire ,2019-10-24T14:43:10Z,80,-121.800538,39.551423
Oregon Fire,2018-06-16T11:47:00Z,40,-121.521111,39.549167
Lakeland Fire,2017-07-04T15:45:00Z,18,-121.54722,39.53944
Wilbur Fire,2017-06-06T12:43:00Z,91,-121.64897,39.52499
Elk Fire,2020-08-16T10:14:46Z,727,-122.427358,39.52452
Nelson Fire ,2020-06-17T12:54:12Z,95,-121.60037,39.52408
Nelson Fire,2022-06-30T15:18:00Z,328,-121.650851,39.524038
Lumpkin Fire,2015-09-11T14:15:00Z,1040,-121.3363,39.5218
Ferry Fire,2020-10-22T14:43:49Z,6,-121.54475,39.51694
306 Fire,2013-05-01T19:00:00Z,217,-122.560862,39.514139
Oroville Spillway ,2017-02-07T14:00:00Z,0,-121.55633,39.51158
Feather Fire,2020-07-20T16:09:57Z,30,-121.604579,39.506597
Rebie Fire,2017-07-12T13:55:00Z,10,-121.33785,39.50475
Oak Fire,2020-09-07T13:26:45Z,1100,-123.3965,39.4935
Par Fire,2018-07-04T13:30:00Z,191,-121.637759,39.491737
Sandra Fire,2022-06-30T16:08:11Z,34,-121.366789,39.480813
Forbestown Fire,2019-09-06T15:18:52Z,58,-121.412333,39.470333
Wildlife Fire,2014-07-14T18:00:00Z,72,-121.6129,39.4664
Open Fire,2018-06-01T15:20:00Z,127,-122.65582,39.46543
Baker Fire,2020-03-03T15:20:43Z,,-121.12381,39.45493
Wall Fire,2017-07-07T14:52:00Z,6033,-121.41222,39.45352
Swedes Fire,2019-09-07T15:06:00Z,496,-121.412619,39.45296
Turkey Fire,2023-07-26T14:17:00Z,65,-121.399989,39.446994
Swedes Fire,2013-08-16T16:37:00Z,2264,-121.38236,39.446268
Skeleton Fire,2017-09-12T14:36:00Z,200,-122.85194,39.44543
Pacific Fire,2017-09-12T17:24:00Z,12,-121.60683,39.44257
Bangor Fire,2016-09-22T11:45:00Z,130,-121.42647,39.4403
Farad Fire,2017-07-10T13:02:00Z,747,-120.027222,39.439722
Swedes Fire,2015-07-29T11:25:00Z,400,-121.38794,39.43963
Summit Fire,2013-10-04T17:37:00Z,305,-121.497,39.439
Lone Fire,2013-06-03T13:49:00Z,298,-121.576804,39.434183
70 Fire,2016-06-21T15:09:00Z,49,-121.6051,39.43351
Mendocino Lightning Fires,2015-07-30T13:36:00Z,50,-123.36316,39.43301
Robinson Fire,2020-07-13T15:06:35Z,33,-121.37994,39.43227
Jan-Dar Fire,2022-07-04T18:51:58Z,30,-121.430071,39.42972
Slides Fire,2017-09-12T16:08:00Z,58,-123.03344,39.42604
Moms Fire ,2019-07-23T14:41:00Z,10,-121.579738,39.423833
Candy Fire,2020-05-08T14:46:20Z,17,-121.47273,39.42208
Long Fire,2019-06-28T15:03:04Z,2,-121.0005556,39.40972222
Glen Fire,2021-08-11T00:00:00Z,184,-121.30845,39.403918
LaPorte Fire (Wind Complex),2017-10-09T00:57:00Z,6151,-121.40613,39.39455
Boca Fire,2014-08-18T10:00:00Z,84,-120.0805,39.3918
Phoenix Fire,2016-09-07T15:09:00Z,38,-120.51887,39.39051
Park Fire,2022-06-09T15:53:00Z,54,-121.431372,39.385829
Tomki Fire,2021-05-21T15:36:15Z,18,-123.23205,39.384319
Lone Fire,2017-06-22T11:10:00Z,111,-121.5786,39.38416
Frenchtown Fire,2021-07-20T16:36:32Z,45,-121.24684,39.383922
99 Fire,2022-06-22T12:00:00Z,66,-121.68694,39.37879
Avacado Fire,2020-06-30T15:43:01Z,136,-121.4319,39.3784
Cemetery Fire,2023-08-09T14:00:00Z,68,-121.68793,39.377918
Teddy Fire,2020-06-18T22:33:51Z,13,-121.45372,39.37577
Honcut Fire,2017-07-10T14:45:00Z,166,-121.53865,39.37192
Grizzly Fire,2017-07-21T16:50:00Z,10,-120.97586,39.36902
Honcut Fire,2020-06-20T14:24:00Z,89,-121.53976,39.36894
Walker Fire,2022-09-01T15:59:00Z,124,-123.3159,39.3669
June Fire,2018-10-30T14:46:00Z,550,-121.51707,39.36529
Highway Fire,2017-06-22T09:49:00Z,21,-121.4143,39.364
Willow Fire,2020-09-09T08:04:43Z,1311,-121.32361,39.3637
Nail Fire,2020-07-07T17:32:13Z,25,-122.65813,39.35498
Pleasant Fire,2017-08-30T15:38:00Z,392,-121.12004,39.34292
Highway Fire,2023-08-16T15:35:53Z,,-120.788152,39.339386
Tyler Fire,2013-08-31T14:42:00Z,52,-121.107022,39.333401
Francis Fire,2015-08-03T18:07:00Z,30,-121.18735,39.33303
Dunstone Fire,2016-05-27T13:43:00Z,91,-121.78973,39.33035
Mayberry Fire ,2019-06-29T22:07:59Z,12,-121.23431,39.32889
Poeville Fire,2020-06-27T19:08:50Z,2975,-119.81098,39.32596
Scott Fire,2023-06-15T17:26:28Z,115,-121.3686,39.3256
Apple Fire,2022-07-27T15:08:00Z,39,-121.304167,39.323167
Cascade Fire (Wind Complex),2017-10-08T23:03:00Z,9989,-121.4021,39.32198
Brandie Fire,2022-06-11T17:22:09Z,72,-121.392285,39.319804
Rices Fire,2022-06-28T14:00:00Z,904,-121.192271,39.319145
Winding Fire,2022-07-18T16:43:31Z,82,-121.27693,39.314076
Sites Fire ,2020-08-02T17:13:36Z,560,-122.48525,39.31313
Grade Fire,2017-07-16T14:51:00Z,900,-123.28825,39.30125
Bay Fire,2022-07-08T13:10:00Z,30,-121.372749,39.300253
Stony Fire,2018-07-04T13:14:00Z,75,-122.512012,39.2976
Jones Fire,2020-08-17T08:00:32Z,705,-121.100352,39.29241
West Butte Fire,2019-06-08T14:37:00Z,1350,-121.85906,39.28926
Lumgrey Fire,2019-06-17T17:50:00Z,207,-121.85906,39.28926
Pleasant Fire,2022-08-20T16:35:12Z,48,-121.1329,39.2805
Heart Fire,2018-07-21T16:22:00Z,67,-123.258319,39.279833
3-19 Fire,2020-08-18T15:27:56Z,62,-123.013667,39.276
Lodoga Fire,2023-07-16T21:46:00Z,22,-122.466,39.2694
Cook Fire,2015-06-18T13:07:00Z,158,-121.26471,39.2688
North Fire,2018-09-03T16:38:00Z,1120,-120.658333,39.268611
Peoria Fire,2023-06-23T11:00:00Z,59,-121.3801,39.258
Broiler Fire,2021-07-07T14:30:00Z,80,-123.224377,39.253647
Quail Fire,2021-05-12T20:48:43Z,35,-121.361339,39.2510745
Redwood Valley Fire (Mendocino Lake Complex),2017-10-08T23:36:00Z,36523,-123.16635,39.24873
Scott Fire,2019-06-25T13:51:09Z,80,-121.32399,39.24678
Scott Fire,2019-06-24T11:57:00Z,80,-121.32399,39.24678
Lobo Fire (Wind Complex),2017-10-08T00:01:00Z,821,-121.12792,39.24549
Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,410203,-123.103367,39.243283
Sicard Fire,2023-05-30T14:05:00Z,13,-121.3475,39.2349
River Fire ,2022-05-24T13:30:00Z,595,-122.0246463,39.2333948
Hopkins Fire,2021-09-12T14:15:09Z,257,-123.202039,39.232362
Twenty Fire,2017-05-29T15:31:00Z,10,-121.376,39.23205
Burris Fire,2019-10-27T14:54:40Z,703,-123.12887,39.22431
Bennett Fire,2021-08-25T15:33:00Z,59,-121.040771,39.216752
McGanney Fire,2013-07-08T09:59:00Z,73,-121.31634,39.206
Auburn Fire,2016-09-17T13:40:00Z,47,-121.05948,39.20427
Beale Fire,2021-06-13T19:39:00Z,150,-121.3587065,39.1956433
McCourtney Fire (Wind Complex),2017-10-09T00:00:00Z,76,-121.08406,39.19325
Lowell Fire,2015-07-25T14:37:00Z,2304,-120.882313,39.192088
Dutch Fire,2022-09-13T12:51:00Z,48,-120.8266,39.1902
Butte Fire,2016-09-20T09:30:00Z,300,-121.78003,39.188321
Hutto Fire,2014-07-07T16:35:00Z,38,-121.2687,39.1871
Butte Fire,2018-07-31T17:34:00Z,1200,-121.792885,39.186144
Fields Fire ,2020-10-07T06:06:33Z,56,-121.450982,39.181047
Heavy Range Fire,2019-08-10T18:47:02Z,33,-121.423281,39.171091
Greenhorn Fire,2017-07-27T14:49:00Z,15,-120.95498,39.16826
Indian Fire,2014-05-25T12:20:00Z,175,-122.5983,39.1647
Pomo Fire,2021-06-17T16:45:06Z,42,-122.916,39.16338
Indian Fire,2013-08-07T12:35:00Z,38,-122.5906,39.1591
Levee Fire,2019-06-08T13:07:00Z,70,-121.56363,39.15641
Ridge Fire,2017-10-06T14:38:00Z,87,-122.576,39.15016
Hopland Fire,2020-06-13T18:52:54Z,34,-80.49163,39.14783
Mockingbird Fire,2016-08-30T16:54:00Z,20,-122.9148951,39.1408865
Range Fire,2017-07-17T12:37:00Z,20,-123.10227,39.13207
Nash Fire,2020-06-01T17:41:59Z,10,-123.48018,39.1296
Hill Fire,2022-09-06T07:40:00Z,11,-120.816083,39.1252
Reservoir Fire,2016-06-26T16:00:00Z,215,-122.50373,39.12366
Beale Fire,2017-08-20T14:44:00Z,867,-121.32957,39.1234
American Fire,2013-08-10T16:30:00Z,27440,-120.65,39.12
Sugar Fire,2019-05-10T14:14:00Z,65,-120.76088,39.11536
Dog Bar Fire,2014-09-13T14:07:00Z,247,-120.999508,39.113682
Beale Fire,2020-08-02T22:24:59Z,600,-121.38178,39.11307
Oak Fire,2018-08-12T14:20:00Z,16,-121.07039,39.10494
Valley Fire ,2020-07-15T17:18:23Z,500,-121.33589,39.10112
Eagle Fire,2019-11-05T06:52:14Z,75,-122.496548,39.100408
Spring Fire ,2019-08-14T12:52:00Z,20,-122.309167,39.088333
River Fire,2021-08-04T08:00:00Z,2619,-121.01468,39.08805
Foothill Fire,2016-07-19T17:16:00Z,69,-122.7891,39.0863
Intanko Fire,2021-06-08T13:59:00Z,939,-121.333346,39.084872
Brewer Fire,2017-07-02T12:41:00Z,10,-121.06656,39.08382
McCourtney Fire,2015-09-22T07:00:00Z,30,-121.194,39.081
Pawnee Fire,2018-06-23T17:21:00Z,15180,-122.59848,39.0674
Spring 2 Fire,2018-07-09T16:46:00Z,80,-122.59789,39.06715
Spenceville Fire,2017-07-24T14:56:00Z,39,-121.3519,39.06522
Garden Fire,2017-10-10T12:30:00Z,19,-121.13737,39.06414
West Fire,2017-07-08T16:47:00Z,50,-121.303,39.06308
Far Fire,2019-07-06T20:21:25Z,38,-121.35014,39.06066
Meadow Fire ,2022-07-19T12:25:00Z,17,-123.33756,39.058043
Still Fire,2022-08-27T11:43:00Z,44,-121.1103,39.0543
James Loop Fire,2018-07-09T12:53:00Z,280,-119.82242,39.05391
Oak Fire,2022-08-15T15:48:00Z,19244,-120.9526,39.04941
River Fire (Mendocino Complex),2018-07-27T13:01:00Z,48920,-123.11971,39.04786
Bruner Fire,2013-11-23T12:04:00Z,50,-122.7656,39.0448
Retek Fire,2013-11-22T10:06:00Z,82,-123.1478,39.0442
Peach Fire ,2018-07-05T15:12:00Z,90,-123.38493,39.038859
Jasper Fire,2017-09-26T15:20:00Z,26,-121.40947,39.03168
Soda Fire,2015-07-04T15:30:00Z,23,-123.303,39.0263
Grape Fire,2017-09-19T13:02:00Z,146,-123.1362,39.02482
Henderson Fire,2023-06-14T16:41:00Z,21,-122.7145,39.023
Cache Fire,2018-08-26T18:04:00Z,103,-122.57496,39.02017
Porter Fire,2022-07-09T15:36:05Z,166,-121.344587,39.020051
Long Fire,2017-10-14T05:00:00Z,100,-122.57487,39.0199
Mule Fire,2017-09-05T14:55:00Z,21,-122.49327,39.01748
Sulphur Fire (Mendocino Lake Complex),2017-10-09T23:59:00Z,2207,-122.64543,39.01387
Double Fire,2013-08-16T17:57:00Z,70,-122.491894,39.013682
Hill Fire,2020-07-24T17:47:17Z,138,-122.359663,39.013591
Catholic Fire,2020-09-01T17:34:38Z,13,-122.637037,39.012743
Sand Fire,2017-07-17T13:17:00Z,70,-122.20127,39.01224
Point Fire (Placer County),2020-10-26T08:21:48Z,,-120.488892,39.009454
Mosquito Fire,2022-09-06T18:00:00Z,76788,-120.7447,39.00591
Moose Fire,2019-08-12T17:10:00Z,225,-123.195306,39.005262
Turnout Fire,2021-04-18T17:46:54Z,200,-123.35838,38.99914
Lake Fire,2013-06-05T16:05:00Z,30,-122.703193,38.99233
Golf Fire,2019-08-08T14:55:59Z,20,-122.7751,38.99174
Fork Fire,2020-09-08T13:03:25Z,,-120.394,38.99
Karchner Fire,2020-06-05T09:04:00Z,39,-121.340239,38.98487
Riosa Fire,2022-07-17T12:27:36Z,38,-121.340201,38.9848309
Ridge Fire,2018-09-02T14:02:00Z,36,-122.97222,38.981389
Pratt Fire,2013-07-23T13:29:00Z,45,-123.067671,38.980846
Mount Fire,2013-06-20T14:29:00Z,25,-122.81796,38.98058
Lakeshore Fire,2013-09-15T19:45:00Z,30,-122.683,38.9777
River Fire,2021-04-19T20:29:35Z,80,-121.5896697,38.9743823
Trailhead Fire,2016-06-28T13:55:00Z,5645,-120.9375,38.96741
Oak Fire,2019-09-07T14:00:00Z,53,-122.833831,38.955024
Point Fire,2022-08-20T19:26:17Z,14,-122.6556,38.9494
Bottle Fire,2017-08-08T16:40:00Z,62,-122.81135,38.94599
Sliger Fire,2018-09-04T15:03:00Z,150,-120.92611,38.94388
Baxter Fire,2015-07-22T18:17:00Z,26,-121.1548,38.9361
Emerald Fire,2016-10-14T01:28:00Z,176,-120.10744,38.93449
Dam Fire,2013-11-23T14:17:00Z,23,-122.5818,38.9289
Cache Fire,2021-08-18T12:34:00Z,83,-122.601395,38.928133
Peterson Fire,2015-08-22T17:30:00Z,215,-122.879272,38.925764
Highland Fire,2013-09-28T13:57:00Z,98,-122.966,38.9252
Bridge Fire,2021-09-05T12:53:14Z,411,-121.036613,38.921239
Cascade Fire,2014-09-25T18:00:00Z,20,-120.1140659,38.9195001
Kelsey Fire,2018-09-03T13:58:00Z,24,-122.85276,38.91842
Carder Fire,2018-07-21T14:40:00Z,50,-122.86854,38.91152
Glass Fire,2019-09-04T16:26:00Z,28,-122.642572,38.910498
Creek Fire,2023-09-06T15:30:00Z,28,-122.601667,38.903333
Creek Fire,2021-06-09T20:00:00Z,34,-122.238889,38.899722
Country Fire,2019-09-03T14:57:31Z,85,-120.946657,38.898915
Clayton Fire,2016-08-13T18:03:00Z,3929,-122.60664,38.89741
Vineyard Fire ,2020-06-09T15:22:55Z,151,-123.21318,38.89695
Empire Fire,2013-08-24T14:54:00Z,38,-120.84716,38.89555
Nelson Fire,2020-06-18T16:56:59Z,110,-121.33956,38.89178
Sand Fire,2019-06-08T14:50:00Z,2220,-122.23922,38.88978
Grove Fire,2019-10-17T20:06:00Z,25,-122.604425,38.88913
Dunnigan Fire,2016-07-15T14:00:00Z,84,-122.04726,38.8866
Creek Fire,2018-06-16T14:04:00Z,32,-122.476381,38.886518
Rocky Fire,2015-07-29T15:29:00Z,69636,-122.4762475,38.8863538
Sky Fire,2021-04-29T12:44:00Z,65,-122.5177156,38.88437128
Perry Fire,2020-08-26T13:37:15Z,9,-121.10411,38.8825
Cantwell Fire,2013-11-08T13:42:00Z,120,-122.567525,38.882214
Western Fire,2018-08-01T15:53:00Z,106,-123.0496,38.8802
Owens Fire,2022-05-20T15:10:00Z,36,-123.6641833,38.8733747
Holiday Fire,2017-12-28T20:51:00Z,80,-119.61865,38.869036
Moore Fire,2016-06-21T12:24:00Z,88,-121.37704,38.86804
Murphy Fire,2017-07-17T14:44:00Z,40,-122.62382,38.86056
Table Fire,2017-10-13T13:16:00Z,426,-120.287,38.848
Murphy Fire,2020-08-17T20:06:44Z,14,-120.876546,38.840068
Athens Fire,2016-05-17T15:06:00Z,169,-121.3090268,38.8390117
Foothills Fire,2019-11-25T12:39:44Z,308,-121.325842,38.838992
Tram Fire,2013-08-06T13:39:00Z,60,-116.61,38.838
Upper Colony Fire,2018-06-17T11:44:00Z,1202,-119.416746,38.834395
Grade Fire,2015-08-24T12:12:00Z,22,-122.53428,38.831478
Cronan Fire ,2020-06-09T14:35:25Z,29,-120.988571,38.827755
Grade Fire,2018-08-30T15:44:00Z,60,-122.3625,38.8275
Coyote Fire,2021-08-13T00:00:00Z,127,-122.581257,38.826123
Dunnigan Fire ,2022-05-20T15:08:58Z,120,-122.049621,38.824462
Amoruso Fire,2020-06-01T15:52:43Z,670,-121.390862,38.824371
Sunset Fire,2018-08-01T13:11:00Z,695,-121.451307,38.82426
Omega Fire,2018-08-01T14:40:00Z,66,-121.03918,38.82128
McCabe Fire,2013-11-22T02:04:00Z,3505,-122.8498,38.8167
Jerusalem Fire,2015-08-09T15:34:00Z,25118,-122.4867319,38.8142503
Duluth Fire,2020-08-10T18:58:13Z,65,-121.318472,38.81111
County Fire,2018-06-30T14:12:00Z,90000,-122.18183,38.80583
King Fire,2014-09-13T16:32:00Z,97717,-120.629714,38.805437
Sawmill Fire,2016-09-25T10:43:00Z,1547,-122.82895,38.80017
Equestrian Fire,2021-06-16T14:03:42Z,10,-121.01273,38.79988
Storksbill Fire,2016-07-22T13:15:00Z,50,-121.00299,38.79549
Kincade Fire,2019-10-23T21:27:00Z,77758,-122.780053,38.792458
Axel Fire,2017-07-08T16:38:00Z,74,-120.97111,38.7803
Ice Fire,2017-10-10T15:36:00Z,29,-120.46234,38.77921
Kyburz Fire,2015-07-23T14:00:00Z,75,-120.404,38.776
Kyburz Fire,2013-07-08T12:45:00Z,572,-120.298,38.774
Salmon Fire,2021-05-01T21:02:48Z,32,-121.034998,38.773294
Pocket Fire (Central LNU Complex),2017-10-09T08:30:00Z,17357,-122.90939,38.76549
Cable Fire ,2022-07-26T16:24:00Z,20,-120.63742,38.75794
Carson Fire,2019-07-30T19:27:46Z,13,-120.75664,38.757636
Watt Fire,2019-06-07T12:59:00Z,27,-121.39259,38.75263
Baseline Fire ,2019-09-20T15:02:08Z,640,-121.432636,38.751648
Meyers Fire,2018-09-20T12:39:00Z,12,-120.65672,38.7448
Dyer Fire,2019-06-26T22:43:07Z,148,-121.39419,38.73817
Cashe Fire ,2019-11-25T12:02:02Z,,-121.729691,38.734634
Watt Fire,2020-06-11T18:25:12Z,40,-121.378879,38.733421
PFE Fire,2013-06-13T11:28:00Z,237,-121.380862,38.729297
Watt Fire,2021-06-21T16:41:35Z,42,-121.39247,38.728881
Caples Fire,2019-10-11T12:47:59Z,3435,-120.145,38.724
Greenstone Fire ,2019-08-14T16:07:49Z,16,-120.890556,38.703889
Independence Fire,2017-07-31T23:17:00Z,11,-122.90217,38.70289
Creek Fire,2016-06-26T15:45:00Z,277,-122.15457,38.69971
Snell Fire,2023-06-16T17:36:16Z,103,-122.4379,38.6994
Spanish Fire ,2020-05-22T15:27:09Z,20,-122.403634,38.697834
Woodland Fire,2017-07-25T14:13:00Z,13,-120.73757,38.69775
Snell Fire,2018-09-08T14:29:00Z,2490,-122.44468,38.69601
Stage Coach Fire,2014-09-11T15:14:00Z,27,-122.384054,38.695961
Sophia Fire,2020-08-02T09:12:41Z,36,-121.103299,38.686478
Knoxville Fire,2016-08-09T18:50:00Z,36,-122.26015,38.68403
Refuge Fire,2017-06-13T10:18:00Z,22,-122.2654,38.68347
Union Fire,2013-08-16T13:55:00Z,116,-120.839075,38.682378
Capay Fire,2013-11-04T11:41:00Z,163,-122.08725,38.67479
Rosado Fire,2017-07-12T13:51:00Z,13,-121.06088,38.67474
Butts Fire,2014-07-01T12:08:00Z,4300,-122.454,38.664
Steins Fire,2021-06-26T13:05:41Z,11,-120.876096,38.659971
Cameron Fire,2020-10-18T20:42:24Z,15,-120.964726,38.659387
Slinkard Fire,2017-08-29T15:15:00Z,8925,-119.55425,38.655
Patterson Fire,2019-08-15T17:47:43Z,35,-120.826165,38.652475
Madison FIre,2018-06-01T13:31:00Z,14,-122.01762,38.64953
Bumper Fire,2018-08-01T13:57:00Z,67,-120.874167,38.645
Aukum Fire,2016-06-03T12:41:00Z,25,-120.6955,38.64107
50 Fire,2013-07-19T14:12:00Z,163,-121.08438,38.63987
Yellow Fire,2013-05-01T02:01:00Z,125,-122.655616,38.638828
Ink Fire,2019-06-08T14:37:00Z,50,-122.47282,38.63047
Tamarack Fire,2021-07-04T11:57:58Z,68637,-119.8591887,38.6280042
Putah Fire,2013-10-03T20:33:00Z,376,-122.289,38.628
Prairie Fire ,2019-08-02T14:45:00Z,50,-121.114095,38.622058
Tubbs Fire (Central LNU Complex),2017-10-08T21:45:00Z,36807,-122.62879,38.60895
Bible Fire,2014-07-09T14:34:00Z,30,-120.703238,38.608336
Washington Fire,2015-06-19T19:00:00Z,0,-119.751944,38.598056
Eighty Eight Fire,2018-07-18T14:24:00Z,822,-121.9938889,38.59694444
Grant Fire,2018-06-29T15:46:00Z,30,-121.17693,38.595865
Irene Fire,2014-09-14T09:15:00Z,94,-120.028,38.59
Caldor Fire,2021-08-14T18:54:00Z,221835,-120.537833,38.586
Brandon Fire,2020-07-07T16:06:21Z,32,-120.941267,38.58488
French Fire,2017-09-17T15:18:00Z,136,-120.915,38.5758
Mokelumne Fire,2016-08-18T12:05:00Z,0,-120.00606,38.57554
Sand Fire,2014-07-25T16:34:00Z,4240,-120.7819,38.5691
Slink Fire,2020-09-01T12:38:11Z,,-119.568,38.568
Glass Fire,2020-09-27T08:48:00Z,67484,-122.49745,38.56295
Pope Fire,2020-10-23T17:25:43Z,61,-122.37828,38.56184
