Incident Date,Incident Year,Incident Category,Latitude,Longitude,Types of crime
2023/03/23,2023,Larceny Theft,37.75103315,-122.4250757,Felonies
2023/03/28,2023,Drug Offense,37.77499175,-122.4131611,Felonies
2023/03/27,2023,Motor Vehicle Theft,37.75563411,-122.4154733,Felonies
2023/03/17,2023,Larceny Theft,37.79177821,-122.4057996,Felonies
2023/03/27,2023,Other Miscellaneous,37.79129813,-122.4073229,Misdemeanors
2023/03/27,2023,Suspicious Occ,37.77571359,-122.4396565,Misdemeanors
2023/03/25,2023,Motor Vehicle Theft,37.73618212,-122.5042278,Felonies
2023/02/10,2023,Lost Property,37.7882227,-122.4202104,Misdemeanors
2023/03/23,2023,Drug Offense,37.7767177,-122.4153206,Felonies
2023/03/28,2023,Fraud,37.73968664,-122.4652374,Felonies
2023/03/27,2023,Assault,37.74510911,-122.4714886,Violent Crime
2023/03/27,2023,Motor Vehicle Theft,37.73097337,-122.4879529,Felonies
2023/03/28,2023,Burglary,37.72469314,-122.3945321,Felonies
2023/02/21,2023,Larceny Theft,37.78651982,-122.4148066,Felonies
2023/03/28,2023,Case Closure,37.7738563,-122.4052858,Other
2023/03/28,2023,Warrant,37.75543694,-122.4187476,Misdemeanors
2023/01/10,2023,Larceny Theft,37.7666736,-122.4198252,Felonies
2023/03/28,2023,Larceny Theft,37.72694991,-122.4760395,Felonies
2023/03/20,2023,Larceny Theft,37.78795808,-122.4134129,Felonies
2023/03/21,2023,Larceny Theft,37.80045856,-122.4014282,Felonies
2023/03/21,2023,Weapons Offense,37.77871943,-122.4147412,Violent Crime
2023/02/27,2023,Sex Offense,37.78456014,-122.407337,Violent Crime
2023/03/27,2023,Burglary,37.78321431,-122.4107648,Felonies
2023/03/28,2023,Other Offenses,37.72012444,-122.3885641,Other
2023/03/27,2023,Suspicious Occ,37.7524268,-122.394587,Misdemeanors
2023/02/12,2023,Larceny Theft,37.79238325,-122.4210529,Felonies
2023/03/28,2023,Larceny Theft,37.78574399,-122.405831,Felonies
2023/03/28,2023,Larceny Theft,37.80292683,-122.4197973,Felonies
2023/03/28,2023,Robbery,37.76505134,-122.419669,Violent Crime
2023/03/27,2023,Motor Vehicle Theft,37.78258503,-122.4156939,Felonies
2023/03/27,2023,Miscellaneous Investigation,37.71967201,-122.4671528,Other
2023/03/27,2023,Warrant,37.74510911,-122.4714886,Misdemeanors
2023/03/27,2023,Larceny Theft,37.80044506,-122.4091898,Felonies
2023/03/28,2023,Other Miscellaneous,37.75543694,-122.4187476,Misdemeanors
2023/03/28,2023,Drug Offense,37.77499175,-122.4131611,Felonies
2023/03/01,2023,Lost Property,37.78745519,-122.3911797,Misdemeanors
2023/03/28,2023,Forgery And Counterfeiting,37.79765523,-122.4136828,Felonies
2023/03/28,2023,Larceny Theft,37.73016461,-122.3989705,Felonies
2023/03/27,2023,Motor Vehicle Theft,37.73034197,-122.3828879,Felonies
2023/03/27,2023,Weapons Offense,37.73016676,-122.3858527,Violent Crime
2023/03/28,2023,Other Miscellaneous,37.71758459,-122.4832052,Misdemeanors
2023/03/14,2023,Larceny Theft,37.75371897,-122.4424764,Felonies
2023/03/28,2023,Burglary,37.70908525,-122.46114,Felonies
2023/03/28,2023,Malicious Mischief,37.78943368,-122.406957,Misdemeanors
2023/03/28,2023,Miscellaneous Investigation,37.75869827,-122.4179647,Other
2023/03/27,2023,Missing Person,37.79762756,-122.4086188,General Accidents (Not Crimes)
2023/03/25,2023,Malicious Mischief,37.72678018,-122.3992697,Misdemeanors
2023/03/28,2023,Other,37.73559052,-122.3904163,Other
2023/03/28,2023,Other Miscellaneous,37.76716596,-122.3958264,Misdemeanors
2023/03/28,2023,Burglary,37.76235475,-122.4373424,Felonies
2023/03/24,2023,Lost Property,37.80489601,-122.4117665,Misdemeanors
2023/03/26,2023,Larceny Theft,37.80696291,-122.4104976,Felonies
2023/03/28,2023,Other Miscellaneous,37.78640961,-122.4080362,Misdemeanors
2023/03/27,2023,Larceny Theft,37.71475189,-122.4336391,Felonies
2023/03/26,2023,Missing Person,37.72990988,-122.3971769,General Accidents (Not Crimes)
2023/03/26,2023,Larceny Theft,37.78537265,-122.4313664,Felonies
2023/03/28,2023,Burglary,37.78574399,-122.405831,Felonies
2023/03/09,2023,Larceny Theft,37.73754172,-122.3905211,Felonies
2023/01/13,2023,Miscellaneous Investigation,37.73131448,-122.413733,Other
2023/03/27,2023,Motor Vehicle Theft,37.73156219,-122.3985828,Felonies
2023/03/28,2023,Larceny Theft,37.7738563,-122.4052858,Felonies
2023/03/28,2023,Other Miscellaneous,37.75350307,-122.4241362,Misdemeanors
2023/03/23,2023,Drug Offense,37.7767177,-122.4153206,Felonies
2023/03/26,2023,Motor Vehicle Theft,37.80262842,-122.4366933,Felonies
2023/03/20,2023,Fraud,37.78329259,-122.4327062,Felonies
2023/03/23,2023,Larceny Theft,37.80821405,-122.4158024,Felonies
2023/03/27,2023,Drug Offense,37.75250606,-122.414086,Felonies
2023/03/25,2023,Malicious Mischief,37.74923082,-122.4415381,Misdemeanors
2023/08/23,2023,Fraud,37.78028669,-122.4337845,Felonies
2023/08/30,2023,Burglary,37.79149585,-122.4208732,Felonies
2023/08/30,2023,Malicious Mischief,37.76418782,-122.4460736,Misdemeanors
2023/08/29,2023,Assault,37.74597422,-122.3970428,Violent Crime
2023/07/15,2023,Larceny Theft,37.77175774,-122.3935984,Felonies
2023/08/29,2023,Robbery,37.7831014,-122.4191817,Violent Crime
2023/08/27,2023,Larceny Theft,37.76827365,-122.4199815,Felonies
2023/08/29,2023,Malicious Mischief,37.79522323,-122.4058457,Misdemeanors
2023/08/29,2023,Motor Vehicle Theft,37.7228256,-122.4264682,Felonies
2023/08/30,2023,Other Miscellaneous,37.78720063,-122.4169898,Misdemeanors
2023/08/29,2023,Burglary,37.71716431,-122.4469485,Felonies
2023/08/22,2023,Suspicious Occ,37.79046107,-122.3966897,Misdemeanors
2023/08/26,2023,Offences Against The Family And Children,37.71575344,-122.4415543,Violent Crime
2023/08/25,2023,Malicious Mischief,37.75310623,-122.502191,Misdemeanors
2023/08/30,2023,Drug Offense,37.78165426,-122.4155052,Felonies
2023/08/30,2023,Drug Offense,37.78165426,-122.4155052,Felonies
2023/08/29,2023,Disorderly Conduct,37.78331089,-122.4175288,Misdemeanors
2023/08/30,2023,Drug Offense,37.78537597,-122.4162597,Felonies
2023/08/28,2023,Other,37.75936549,-122.4069469,Other
2023/08/30,2023,Larceny Theft,37.7900391,-122.4021896,Felonies
2023/08/29,2023,Assault,37.7885982,-122.4135414,Violent Crime
2023/08/30,2023,Larceny Theft,37.78053539,-122.4081608,Felonies
2023/08/30,2023,Drug Offense,37.77623052,-122.414711,Felonies
2023/08/30,2023,Disorderly Conduct,37.79016047,-122.423975,Misdemeanors
2023/08/29,2023,Malicious Mischief,37.73832136,-122.4056467,Misdemeanors
2023/08/29,2023,Motor Vehicle Theft,37.72359894,-122.413959,Felonies
2023/08/30,2023,Burglary,37.79771621,-122.430559,Felonies
2023/08/30,2023,Stolen Property,37.72915975,-122.3924151,Felonies
2023/08/30,2023,Assault,37.79677684,-122.4006813,Violent Crime
2023/08/29,2023,Robbery,37.7273743,-122.4045938,Violent Crime
2023/08/30,2023,Motor Vehicle Theft,37.76214292,-122.5092691,Felonies
2023/08/28,2023,Lost Property,37.71766531,-122.4401066,Misdemeanors
2023/08/30,2023,Assault,37.78372378,-122.4142416,Violent Crime
2023/08/30,2023,Malicious Mischief,37.77110995,-122.3895266,Misdemeanors
2023/08/28,2023,Larceny Theft,37.75964304,-122.4811475,Felonies
2023/08/29,2023,Miscellaneous Investigation,37.77702642,-122.4126167,Other
2023/08/29,2023,Larceny Theft,37.72018435,-122.4409471,Felonies
2023/08/27,2023,Disorderly Conduct,37.74823073,-122.414919,Misdemeanors
2023/08/30,2023,Drug Offense,37.78165426,-122.4155052,Felonies
2023/08/29,2023,Other Miscellaneous,37.77821431,-122.4835254,Misdemeanors
2023/08/30,2023,Larceny Theft,37.80716325,-122.4088973,Felonies
2023/08/23,2023,Fraud,37.71814756,-122.429978,Felonies
2023/08/24,2023,Fraud,37.79247164,-122.4345577,Felonies
2023/08/29,2023,Larceny Theft,37.78587621,-122.4349177,Felonies
2023/08/29,2023,Burglary,37.77283099,-122.3913735,Felonies
2023/08/30,2023,Warrant,37.77878537,-122.4104015,Misdemeanors
2023/08/30,2023,Drug Offense,37.78165426,-122.4155052,Felonies
2023/08/30,2023,Other Miscellaneous,37.72551991,-122.4276844,Misdemeanors
2023/08/27,2023,Malicious Mischief,37.78328785,-122.4089522,Misdemeanors
2023/08/29,2023,Miscellaneous Investigation,37.75563411,-122.4154733,Other
2023/08/29,2023,Assault,37.71716431,-122.4469485,Violent Crime
2023/08/29,2023,Other Miscellaneous,37.77929639,-122.3953039,Misdemeanors
2023/08/30,2023,Motor Vehicle Theft,37.72915975,-122.3924151,Felonies
2023/08/30,2023,Drug Offense,37.78165426,-122.4155052,Felonies
2023/08/30,2023,Assault,37.80414584,-122.4251095,Violent Crime
2023/08/24,2023,Larceny Theft,37.75320106,-122.5000449,Felonies
2023/08/30,2023,Suspicious Occ,37.78572652,-122.4163308,Misdemeanors
2023/08/28,2023,Larceny Theft,37.76516018,-122.4836854,Felonies
2023/08/29,2023,Robbery,37.76342927,-122.4195127,Violent Crime
2023/08/29,2023,Malicious Mischief,37.78382412,-122.4210084,Misdemeanors
2023/07/28,2023,Missing Person,37.77516081,-122.4036355,General Accidents (Not Crimes)
2023/08/29,2023,Burglary,37.79325787,-122.42123,Felonies
2023/08/29,2023,Robbery,37.77603932,-122.4025241,Violent Crime
2023/08/30,2023,Assault,37.78720063,-122.4169898,Violent Crime
2023/08/27,2023,Robbery,37.78393258,-122.4125953,Violent Crime
2023/08/21,2023,Motor Vehicle Theft,37.77250282,-122.4226197,Felonies
2023/08/29,2023,Warrant,37.78582921,-122.4014898,Misdemeanors
2023/08/29,2023,Stolen Property,37.7273743,-122.4045938,Felonies
2023/08/30,2023,Drug Offense,37.78537597,-122.4162597,Felonies
2023/05/06,2023,Fraud,37.78393258,-122.4125953,Felonies
2023/08/30,2023,Weapons Offense,37.75863257,-122.4190526,Violent Crime
2023/08/30,2023,Warrant,37.77769966,-122.4046055,Misdemeanors
2023/08/30,2023,Assault,37.75470658,-122.3966754,Violent Crime
2023/08/29,2023,Malicious Mischief,37.70835434,-122.4559282,Misdemeanors
2023/08/25,2023,Disorderly Conduct,37.78393258,-122.4125953,Misdemeanors
2023/08/30,2023,Assault,37.76662452,-122.4206378,Violent Crime
2023/08/23,2023,Other,37.77328478,-122.412225,Other
2023/08/29,2023,Larceny Theft,37.71059344,-122.4692885,Felonies
